bodyPart,equipment,gifUrl,id,name,target
chest,cable,https://gymvisual.com/img/p/6/5/3/1/6531.gif,1264,cable one arm incline fly on exercise ball,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/2/6532.gif,1265,cable one arm incline press,pectorals
chest,cable,https://gymvisual.com/img/p/6/5/3/3/6533.gif,1266,cable one arm incline press on exercise ball,pectorals
shoulders,cable,https://gymvisual.com/img/p/8/9/2/3/8923.gif,192,cable one arm lateral raise,delts
upper arms,cable,https://gymvisual.com/img/p/7/2/4/6/7246.gif,1633,cable one arm preacher curl,biceps
chest,cable,https://gymvisual.com/img/p/6/5/3/4/6534.gif,1267,cable one arm press on exercise ball,pectorals
back,cable,https://gymvisual.com/img/p/1/4/1/5/9/14159.gif,3563,cable one arm pulldown,lats
upper arms,cable,https://gymvisual.com/img/p/7/2/4/8/7248.gif,1635,cable one arm reverse preacher curl,biceps
back,cable,https://gymvisual.com/img/p/4/9/2/6/4926.gif,193,cable one arm straight back high row (kneeling),upper back
upper arms,cable,https://gymvisual.com/img/p/7/5/2/7/7527.gif,1723,cable one arm tricep pushdown,triceps
upper arms,cable,https://gymvisual.com/img/p/7/2/4/9/7249.gif,1636,cable overhead curl,biceps
upper arms,cable,https://gymvisual.com/img/p/7/2/5/0/7250.gif,1637,cable overhead curl on exercise ball,biceps
upper arms,cable,https://gymvisual.com/img/p/8/9/4/0/8940.gif,194,cable overhead triceps extension (rope attachment),triceps
back,cable,https://gymvisual.com/img/p/6/5/8/5/6585.gif,1319,cable palm rotational row,upper back
upper arms,cable,https://gymvisual.com/img/p/2/8/2/8/9/28289.gif,195,cable preacher curl,biceps
chest,cable,https://gymvisual.com/img/p/6/5/3/5/6535.gif,1268,cable press on exercise ball,pectorals
upper legs,cable,https://gymvisual.com/img/p/4/9/2/9/4929.gif,196,cable pull through (with rope),glutes
back,cable,https://gymvisual.com/img/p/1/4/9/0/0/14900.gif,198,cable pulldown,lats
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/0/14900.gif,1638,cable pulldown bicep curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/1/6/1/9/11619.gif,201,cable pushdown,triceps
upper arms,cable,https://gymvisual.com/img/p/1/1/6/1/9/11619.gif,200,cable pushdown (with rope attachment),triceps
shoulders,cable,https://gymvisual.com/img/p/1/4/9/0/1/14901.gif,202,cable rear delt row (stirrups),delts
shoulders,cable,https://gymvisual.com/img/p/4/9/3/6/4936.gif,203,cable rear delt row (with rope),delts
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/2/14902.gif,204,cable rear drive,triceps
back,cable,https://gymvisual.com/img/p/9/2/0/0/9200.gif,205,cable rear pulldown,lats
waist,cable,https://gymvisual.com/img/p/1/1/7/5/1/11751.gif,873,cable reverse crunch,abs
upper arms,cable,https://gymvisual.com/img/p/4/9/3/9/4939.gif,206,cable reverse curl,biceps
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/3/10473.gif,2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps
upper arms,cable,https://gymvisual.com/img/p/1/1/7/8/5/11785.gif,1413,cable reverse one arm curl,biceps
upper arms,cable,https://gymvisual.com/img/p/2/5/8/4/2/25842.gif,209,cable reverse preacher curl,biceps
lower arms,cable,https://gymvisual.com/img/p/2/8/0/5/8/28058.gif,210,cable reverse wrist curl,forearms
back,cable,https://gymvisual.com/img/p/6/5/8/6/6586.gif,1320,cable rope crossover seated row,upper back
back,cable,https://gymvisual.com/img/p/6/5/8/7/6587.gif,1321,cable rope elevated seated row,upper back
back,cable,https://gymvisual.com/img/p/6/5/8/8/6588.gif,1322,cable rope extension incline bench row,upper back
upper arms,cable,https://gymvisual.com/img/p/7/2/5/2/7252.gif,1639,cable rope hammer preacher curl,biceps
upper arms,cable,https://gymvisual.com/img/p/7/5/2/8/7528.gif,1724,cable rope high pulley overhead tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/5/2/9/7529.gif,1725,cable rope incline tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/5/3/0/7530.gif,1726,cable rope lying on floor tricep extension,triceps
upper arms,cable,https://gymvisual.com/img/p/7/2/5/3/7253.gif,1640,cable rope one arm hammer preacher curl,biceps
back,cable,https://gymvisual.com/img/p/6/5/8/9/6589.gif,1323,cable rope seated row,upper back
waist,cable,https://gymvisual.com/img/p/1/4/9/0/3/14903.gif,211,cable russian twists (on stability ball),abs
chest,cable,https://gymvisual.com/img/p/1/4/9/0/4/14904.gif,2144,cable seated chest press,pectorals
waist,cable,https://gymvisual.com/img/p/1/1/7/9/0/11790.gif,212,cable seated crunch,abs
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/5/14905.gif,1641,cable seated curl,biceps
back,cable,https://gymvisual.com/img/p/4/9/4/7/4947.gif,214,cable seated one arm alternate row,upper back
upper arms,cable,https://gymvisual.com/img/p/1/4/9/0/7/14907.gif,1642,cable seated one arm concentration curl,biceps
upper arms,cable,https://gymvisual.com/img/p/2/7/9/4/6/27946.gif,1643,cable seated overhead curl,biceps
shoulders,cable,https://gymvisual.com/img/p/4/9/4/8/4948.gif,215,cable seated rear lateral raise,delts
back,cable,https://gymvisual.com/img/p/1/2/5/7/5/12575.gif,861,cable seated row,upper back
shoulders,cable,https://gymvisual.com/img/p/4/9/4/9/4949.gif,216,cable seated shoulder internal rotation,delts
waist,cable,https://gymvisual.com/img/p/1/0/5/5/4/10554.gif,2399,cable seated twist,abs
shoulders,cable,https://gymvisual.com/img/p/1/4/9/0/9/14909.gif,219,cable shoulder press,delts
back,cable,https://gymvisual.com/img/p/1/1/6/8/8/11688.gif,220,cable shrug,traps
waist,cable,https://gymvisual.com/img/p/2/4/9/7/6/24976.gif,222,cable side bend,abs
waist,cable,https://gymvisual.com/img/p/4/9/5/4/4954.gif,221,cable side bend crunch (bosu ball),abs
waist,cable,https://gymvisual.com/img/p/1/1/6/8/6/11686.gif,223,cable side crunch,abs
back,cable,https://gymvisual.com/img/p/1/0/7/2/3/10723.gif,1717,cable squat row (with rope attachment),lats
upper arms,cable,https://gymvisual.com/img/p/1/4/9/1/0/14910.gif,1644,cable squatting curl,biceps
lower arms,cable,https://gymvisual.com/img/p/2/8/2/6/5/28265.gif,224,cable standing back wrist curl,forearms
lower legs,cable,https://gymvisual.com/img/p/6/6/3/8/6638.gif,1375,cable standing calf raise,calves
waist,cable,https://gymvisual.com/img/p/1/1/7/6/4/11764.gif,226,cable standing crunch,abs
waist,cable,https://gymvisual.com/img/p/1/1/7/6/4/11764.gif,874,cable standing crunch (with rope attachment),abs
chest,cable,https://gymvisual.com/img/p/2/4/7/6/0/24760.gif,227,cable standing fly,pectorals
upper legs,cable,https://gymvisual.com/img/p/5/5/9/9/5599.gif,228,cable standing hip extension,glutes
upper arms,cable,https://gymvisual.com/img/p/1/1/6/8/9/11689.gif,229,cable standing inner curl,biceps
waist,cable,https://gymvisual.com/img/p/4/9/6/3/4963.gif,230,cable standing lift,abs
upper arms,cable,https://gymvisual.com/img/p/1/1/7/8/6/11786.gif,231,cable standing one arm triceps extension,triceps
lower legs,cable,https://gymvisual.com/img/p/6/6/3/9/6639.gif,1376,cable standing one leg calf raise,calves
upper arms,cable,https://gymvisual.com/img/p/4/9/6/5/4965.gif,232,cable standing pulldown (with rope),biceps
shoulders,cable,https://gymvisual.com/img/p/1/4/8/2/5/14825.gif,233,cable standing rear delt row (with rope),delts
upper arms,cable,https://gymvisual.com/img/p/7/5/3/1/7531.gif,1727,cable standing reverse grip one arm overhead tricep extension,triceps
shoulders,cable,https://gymvisual.com/img/p/1/1/7/6/5/11765.gif,235,cable standing shoulder external rotation,delts
chest,cable,https://gymvisual.com/img/p/1/0/3/9/7/10397.gif,1269,cable standing up straight crossovers,pectorals
back,cable,https://gymvisual.com/img/p/2/8/3/3/5/28335.gif,238,cable straight arm pulldown,lats
back,cable,https://gymvisual.com/img/p/4/9/7/0/4970.gif,237,cable straight arm pulldown (with rope),lats
back,cable,https://gymvisual.com/img/p/1/4/9/1/2/14912.gif,239,cable straight back seated row,upper back
shoulders,cable,https://gymvisual.com/img/p/4/9/7/3/4973.gif,240,cable supine reverse fly,delts
back,cable,https://gymvisual.com/img/p/1/0/6/3/8/10638.gif,2464,cable thibaudeau kayak row,lats
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/2/10472.gif,241,cable triceps pushdown (v-bar),triceps
upper arms,cable,https://gymvisual.com/img/p/1/0/4/7/2/10472.gif,2405,cable triceps pushdown (v-bar) (with arm blaster),triceps
waist,cable,https://gymvisual.com/img/p/4/9/7/5/4975.gif,242,cable tuck reverse crunch,abs
waist,cable,https://gymvisual.com/img/p/2/0/2/7/2/20272.gif,243,cable twist,abs
back,cable,https://gymvisual.com/img/p/4/9/7/7/4977.gif,244,cable twisting pull,lats
upper arms,cable,https://gymvisual.com/img/p/7/2/5/8/7258.gif,1645,cable two arm curl on incline bench,biceps
upper arms,cable,https://gymvisual.com/img/p/1/4/9/1/3/14913.gif,1728,cable two arm tricep kickback,triceps
back,cable,https://gymvisual.com/img/p/4/9/7/8/4978.gif,245,cable underhand pulldown,lats
chest,cable,https://gymvisual.com/img/p/1/1/6/2/3/11623.gif,1270,cable upper chest crossovers,pectorals
back,cable,https://gymvisual.com/img/p/6/5/9/0/6590.gif,1324,cable upper row,upper back
shoulders,cable,https://gymvisual.com/img/p/2/2/5/5/0/22550.gif,246,cable upright row,delts
back,cable,https://gymvisual.com/img/p/1/0/7/1/7/10717.gif,1325,cable wide grip rear pulldown behind neck,lats
lower arms,cable,https://gymvisual.com/img/p/2/8/0/6/2/28062.gif,247,cable wrist curl,forearms
lower legs,body weight,https://gymvisual.com/img/p/6/6/6/8/6668.gif,1407,calf push stretch with hands against wall,calves
lower legs,body weight,https://gymvisual.com/img/p/6/6/4/0/6640.gif,1377,calf stretch with hands against wall,calves
lower legs,rope,https://gymvisual.com/img/p/2/1/5/5/4/21554.gif,1378,calf stretch with rope,calves
back,barbell,https://gymvisual.com/img/p/2/1/9/3/7/21937.gif,248,cambered bar lying row,upper back
waist,body weight,https://gymvisual.com/img/p/2/1/8/0/6/21806.gif,2963,captains chair straight leg raise,abs
upper legs,body weight,https://gymvisual.com/img/p/7/0/1/6/7016.gif,1548,chair leg extended stretch,quads
chest,body weight,https://gymvisual.com/img/p/6/5/3/8/6538.gif,1271,chest and front of shoulder stretch,pectorals
chest,body weight,https://gymvisual.com/img/p/1/8/3/0/7/18307.gif,251,chest dip,pectorals
chest,body weight,https://gymvisual.com/img/p/6/3/3/4/6334.gif,1430,chest dip (on dip-pull-up cage),pectorals
chest,body weight,https://gymvisual.com/img/p/2/0/8/7/7/20877.gif,2462,chest dip on straight bar,pectorals
chest,stability ball,https://gymvisual.com/img/p/6/5/3/9/6539.gif,1272,chest stretch with exercise ball,pectorals
chest,body weight,https://gymvisual.com/img/p/1/2/9/4/0/12940.gif,3216,chest tap push-up (male),pectorals
back,body weight,https://gymvisual.com/img/p/2/4/0/2/5/24025.gif,1326,chin-up,lats
back,body weight,https://gymvisual.com/img/p/1/8/3/0/8/18308.gif,253,chin-ups (narrow parallel grip),upper back
lower legs,body weight,https://gymvisual.com/img/p/2/3/7/2/5/23725.gif,257,circles knee stretch,calves
chest,body weight,https://gymvisual.com/img/p/6/5/4/0/6540.gif,1273,clap push up,pectorals
upper arms,body weight,https://gymvisual.com/img/p/1/0/7/6/4/10764.gif,259,close-grip push-up,triceps
upper arms,body weight,https://gymvisual.com/img/p/1/0/7/6/4/10764.gif,2398,close-grip push-up (on knees),triceps
waist,body weight,https://gymvisual.com/img/p/1/1/6/9/1/11691.gif,260,cocoons,abs
waist,body weight,https://gymvisual.com/img/p/6/7/0/3/6703.gif,1468,crab twist toe touch,abs
waist,body weight,https://gymvisual.com/img/p/4/9/9/5/4995.gif,262,cross body crunch,abs
waist,body weight,https://gymvisual.com/img/p/5/0/0/0/5000.gif,267,crunch (hands overhead),abs
waist,stability ball,https://gymvisual.com/img/p/1/1/7/9/1/11791.gif,271,crunch (on stability ball),abs
waist,stability ball,https://gymvisual.com/img/p/5/0/0/5/5005.gif,272,"crunch (on stability ball, arms straight)",abs
waist,body weight,https://gymvisual.com/img/p/5/0/0/7/5007.gif,274,crunch floor,abs
waist,body weight,https://gymvisual.com/img/p/1/2/4/4/6/12446.gif,3016,curl-up,abs
upper legs,body weight,https://gymvisual.com/img/p/2/6/9/9/0/26990.gif,3769,curtsey squat,glutes
cardio,leverage machine,https://gymvisual.com/img/p/1/4/5/9/1/14591.gif,2331,cycle cross trainer,cardiovascular system
waist,body weight,https://gymvisual.com/img/p/2/3/7/0/7/23707.gif,276,dead bug,abs
waist,body weight,https://gymvisual.com/img/p/3/3/3/4/4/33344.gif,277,decline crunch,abs
chest,body weight,https://gymvisual.com/img/p/2/1/5/1/9/21519.gif,279,decline push-up,pectorals
waist,body weight,https://gymvisual.com/img/p/2/4/3/1/5/24315.gif,282,decline sit-up,abs
chest,dumbbell,https://gymvisual.com/img/p/2/0/3/0/5/20305.gif,1274,deep push up,pectorals
upper arms,body weight,https://gymvisual.com/img/p/2/6/2/3/9/26239.gif,283,diamond push-up,triceps
lower legs,body weight,https://gymvisual.com/img/p/1/1/7/6/7/11767.gif,284,donkey calf raise,calves
chest,body weight,https://gymvisual.com/img/p/6/5/7/7/6577.gif,1275,drop push up,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/3/11693.gif,285,dumbbell alternate biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/4/7/0/10470.gif,2403,dumbbell alternate biceps curl (with arm blaster),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/2/11742.gif,1646,dumbbell alternate hammer preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/3/11743.gif,1647,dumbbell alternate preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/4/11744.gif,1648,dumbbell alternate seated hammer curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/0/11700.gif,286,dumbbell alternate side press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/8/8/11788.gif,1650,dumbbell alternating seated bicep curl on exercise ball,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/3/9/6/10396.gif,2137,dumbbell arnold press,delts
chest,dumbbell,https://gymvisual.com/img/p/5/0/2/1/5021.gif,288,dumbbell around pullover,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/2/4/9/3/8/24938.gif,290,dumbbell bench seated press,delts
upper legs,dumbbell,https://gymvisual.com/img/p/8/9/0/9/8909.gif,291,dumbbell bench squat,glutes
back,dumbbell,https://gymvisual.com/img/p/2/7/3/3/8/27338.gif,293,dumbbell bent over row,upper back
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/6/5/7265.gif,1652,dumbbell bicep curl on exercise ball with leg raised,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/6/6/7266.gif,1653,dumbbell bicep curl with stork stance,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/9/6/8/20968.gif,294,dumbbell biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/1/7/14917.gif,2401,dumbbell biceps curl (with arm blaster),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/5/11745.gif,1654,dumbbell biceps curl reverse,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/6/8/7268.gif,1655,dumbbell biceps curl squat,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/6/9/7269.gif,1656,dumbbell biceps curl v sit on bosu ball,biceps
cardio,dumbbell,https://gymvisual.com/img/p/8/9/6/7/8967.gif,1201,dumbbell burpee,cardiovascular system
upper legs,dumbbell,https://gymvisual.com/img/p/2/2/6/2/0/22620.gif,295,dumbbell clean,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/3/8/2/10382.gif,297,dumbbell concentration curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/3/4/2/14342.gif,3635,dumbbell contralateral forward lunge,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/7/11747.gif,298,dumbbell cross body hammer curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/8/8/0/9/8809.gif,299,dumbbell cuban press,delts
upper legs,dumbbell,https://gymvisual.com/img/p/2/0/4/5/2/20452.gif,300,dumbbell deadlift,glutes
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/3/2/11632.gif,301,dumbbell decline bench press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/2/0/7/3/8/20738.gif,302,dumbbell decline fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/5/0/3/6/5036.gif,303,dumbbell decline hammer press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/3/6543.gif,1276,dumbbell decline one arm fly,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/1/7231.gif,1617,dumbbell decline one arm hammer press,triceps
back,dumbbell,https://gymvisual.com/img/p/2/0/2/6/0/20260.gif,305,dumbbell decline shrug,traps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/6/3/11763.gif,306,dumbbell decline triceps extension,triceps
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/9/4/11694.gif,307,dumbbell decline twist fly,pectorals
lower arms,dumbbell,https://gymvisual.com/img/p/1/4/9/1/9/14919.gif,1437,dumbbell finger curls,forearms
chest,dumbbell,https://gymvisual.com/img/p/1/6/8/4/9/16849.gif,308,dumbbell fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/1/11721.gif,1277,dumbbell fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/3/6/7536.gif,1732,dumbbell forward lunge triceps extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/6/8/5/3/16853.gif,310,dumbbell front raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/6/9/2/11692.gif,311,dumbbell full can lateral raise,delts
upper legs,dumbbell,https://gymvisual.com/img/p/2/0/3/0/7/20307.gif,1760,dumbbell goblet squat,quads
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/0/14920.gif,313,dumbbell hammer curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/8/11748.gif,1659,dumbbell hammer curl on exercise ball,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/0/14920.gif,2402,dumbbell hammer curls (with arm blaster),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/7/7277.gif,1664,dumbbell high curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/4/1/1/4/14114.gif,3545,dumbbell incline alternate press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/2/2/11622.gif,314,dumbbell incline bench press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/3/7/1/20371.gif,315,dumbbell incline biceps curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/5/0/5/7/5057.gif,316,dumbbell incline breeding,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/5/8/5058.gif,318,dumbbell incline curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/7/11727.gif,1278,dumbbell incline fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/5/4/11654.gif,320,dumbbell incline hammer curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/6/4/11664.gif,321,dumbbell incline hammer press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/2/7232.gif,1618,dumbbell incline hammer press on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/8/1/11681.gif,322,dumbbell incline inner biceps curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/6/6546.gif,1279,dumbbell incline one arm fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/7/6547.gif,1280,dumbbell incline one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/3/7233.gif,1619,dumbbell incline one arm hammer press,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/4/7234.gif,1620,dumbbell incline one arm hammer press on exercise ball,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/2/6/1/2/12612.gif,323,dumbbell incline one arm lateral raise,delts
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/8/6548.gif,1281,dumbbell incline one arm press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/9/6549.gif,1282,dumbbell incline one arm press on exercise ball,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/8/11728.gif,1283,dumbbell incline press on exercise ball,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/6/7/6/11676.gif,325,dumbbell incline raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/2/7/6/3/2/27632.gif,326,dumbbell incline rear lateral raise,delts
back,dumbbell,https://gymvisual.com/img/p/1/1/6/7/0/11670.gif,327,dumbbell incline row,upper back
chest,dumbbell,https://gymvisual.com/img/p/5/0/6/9/5069.gif,328,dumbbell incline shoulder raise,serratus anterior
back,dumbbell,https://gymvisual.com/img/p/1/8/4/7/2/18472.gif,329,dumbbell incline shrug,traps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/1/1/14111.gif,3542,dumbbell incline t-raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/6/7/11667.gif,330,dumbbell incline triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/1/14921.gif,1733,dumbbell incline two arm extension,triceps
back,dumbbell,https://gymvisual.com/img/p/1/4/1/1/0/14110.gif,3541,dumbbell incline y-raise,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/1/8/3/0/9/18309.gif,332,dumbbell iron cross,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/1/8/11618.gif,333,dumbbell kickback,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/3/8/7538.gif,1734,dumbbell kickbacks on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/3/7273.gif,1660,dumbbell kneeling bicep curl exercise ball,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/9/1/5/1/19151.gif,334,dumbbell lateral raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/7/6/5076.gif,335,dumbbell lateral to front raise,delts
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/9/8/6/14986.gif,336,dumbbell lunge,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/8/8/7/20887.gif,1658,dumbbell lunge with bicep curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/7/8/5078.gif,337,dumbbell lying  extension (across face),triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/8/4/7/4/18474.gif,1729,dumbbell lying alternate extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/7/9/5079.gif,338,dumbbell lying elbow press,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/9/2/2/14922.gif,863,dumbbell lying external shoulder rotation,delts
upper legs,dumbbell,https://gymvisual.com/img/p/1/1/7/5/9/11759.gif,339,dumbbell lying femoral,hamstrings
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/4/8/11648.gif,340,dumbbell lying hammer press,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/6/4/4/10644.gif,2470,dumbbell lying on floor rear delt raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/8/2/5082.gif,341,dumbbell lying one arm deltoid rear,delts
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/7/0/11770.gif,343,dumbbell lying one arm press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/6/11696.gif,344,dumbbell lying one arm pronated triceps extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/7/5/8/5758.gif,345,dumbbell lying one arm rear lateral raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/7/6/3/10763.gif,346,dumbbell lying one arm supinated triceps extension,triceps
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/0/11860.gif,347,dumbbell lying pronation,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/0/11860.gif,2705,dumbbell lying pronation on floor,forearms
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/1/6551.gif,1284,dumbbell lying pullover on exercise ball,pectorals
back,dumbbell,https://gymvisual.com/img/p/1/1/7/1/9/11719.gif,1328,dumbbell lying rear delt row,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/8/9/5089.gif,348,dumbbell lying rear lateral raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/3/14923.gif,1735,dumbbell lying single extension,triceps
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/1/11861.gif,349,dumbbell lying supination,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/1/11861.gif,2706,dumbbell lying supination on floor,forearms
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/4/7274.gif,1661,dumbbell lying supine biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/8/3/1/0/18310.gif,350,dumbbell lying supine curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/7/11697.gif,351,dumbbell lying triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/5/7275.gif,1662,dumbbell lying wide curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/9/3/5093.gif,352,dumbbell neutral grip bench press,triceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/2/6552.gif,1285,dumbbell one arm bench fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/3/6553.gif,1286,dumbbell one arm chest fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/8/11698.gif,353,dumbbell one arm concetration curl (on stability ball),biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/4/6554.gif,1287,dumbbell one arm decline chest press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/5/6555.gif,1288,dumbbell one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/9/11749.gif,1736,dumbbell one arm french press on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/6/7276.gif,1663,dumbbell one arm hammer preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/5/7235.gif,1621,dumbbell one arm hammer press on exercise ball,triceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/6/6556.gif,1289,dumbbell one arm incline chest press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/3/8/3/10383.gif,354,dumbbell one arm kickback,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/8/0/11780.gif,355,dumbbell one arm lateral raise,delts
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/7/6557.gif,1290,dumbbell one arm press on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/8/7278.gif,1665,dumbbell one arm prone curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/9/7279.gif,1666,dumbbell one arm prone hammer curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/8/6558.gif,1291,dumbbell one arm pullover on exercise ball,pectorals
